[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'aspects' to allow for resolving potential circular references (AbstractAutowireCapableBeanFactory.java:592)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'aspects' (AbstractAutowireCapableBeanFactory.java:526)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'HikariDataSource' (AbstractBeanFactory.java:264)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'org.springframework.aop.config.internalAutoProxyCreator' (AbstractBeanFactory.java:264)
[main] TRACE | org.springframework.context.event.EventListenerMethodProcessor | No @EventListener annotations found on bean class: com.excilys.cdb.spring.config.SpringConfig$$EnhancerBySpringCGLIB$$a127796 (EventListenerMethodProcessor.java:186)
[main] TRACE | org.springframework.context.event.EventListenerMethodProcessor | No @EventListener annotations found on bean class: com.excilys.cdb.spring.config.DBConfig$$EnhancerBySpringCGLIB$$3c034947 (EventListenerMethodProcessor.java:186)
[main] TRACE | org.springframework.context.event.EventListenerMethodProcessor | No @EventListener annotations found on bean class: com.excilys.cdb.persistence.dao.CompanyDAO (EventListenerMethodProcessor.java:186)
[main] TRACE | org.springframework.context.event.EventListenerMethodProcessor | No @EventListener annotations found on bean class: com.excilys.cdb.persistence.dao.ComputerDAO (EventListenerMethodProcessor.java:186)
[main] TRACE | org.springframework.context.event.EventListenerMethodProcessor | No @EventListener annotations found on bean class: com.excilys.cdb.persistence.mapper.DBCompanyMapper (EventListenerMethodProcessor.java:186)
[main] TRACE | org.springframework.context.event.EventListenerMethodProcessor | No @EventListener annotations found on bean class: com.excilys.cdb.persistence.mapper.DBComputerMapper (EventListenerMethodProcessor.java:186)
[main] TRACE | org.springframework.context.event.EventListenerMethodProcessor | No @EventListener annotations found on bean class: com.excilys.cdb.controller.CLIController (EventListenerMethodProcessor.java:186)
[main] TRACE | org.springframework.context.event.EventListenerMethodProcessor | No @EventListener annotations found on bean class: com.excilys.cdb.controller.DBController (EventListenerMethodProcessor.java:186)
[main] TRACE | org.springframework.context.event.EventListenerMethodProcessor | No @EventListener annotations found on bean class: com.excilys.cdb.service.CompanyService (EventListenerMethodProcessor.java:186)
[main] TRACE | org.springframework.context.event.EventListenerMethodProcessor | No @EventListener annotations found on bean class: com.excilys.cdb.service.ComputerService (EventListenerMethodProcessor.java:186)
[main] TRACE | org.springframework.context.event.EventListenerMethodProcessor | No @EventListener annotations found on bean class: com.excilys.cdb.ui.CLI (EventListenerMethodProcessor.java:186)
[main] TRACE | org.springframework.context.event.EventListenerMethodProcessor | No @EventListener annotations found on bean class: com.excilys.cdb.ui.CLIAsker (EventListenerMethodProcessor.java:186)
[main] TRACE | org.springframework.context.event.EventListenerMethodProcessor | No @EventListener annotations found on bean class: com.excilys.cdb.ui.CLIView (EventListenerMethodProcessor.java:186)
[main] TRACE | org.springframework.context.event.EventListenerMethodProcessor | No @EventListener annotations found on bean class: com.excilys.cdb.spring.aspect.Aspects (EventListenerMethodProcessor.java:186)
[main] TRACE | org.springframework.context.event.EventListenerMethodProcessor | No @EventListener annotations found on bean class: com.zaxxer.hikari.HikariDataSource (EventListenerMethodProcessor.java:186)
[main] TRACE | org.springframework.context.annotation.AnnotationConfigApplicationContext | No 'lifecycleProcessor' bean, using [DefaultLifecycleProcessor] (AbstractApplicationContext.java:842)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'lifecycleProcessor' (AbstractBeanFactory.java:264)
[main] TRACE | org.springframework.core.env.PropertySourcesPropertyResolver | Searching for key 'spring.liveBeansView.mbeanDomain' in PropertySource 'systemProperties' (PropertySourcesPropertyResolver.java:82)
[main] TRACE | org.springframework.core.env.PropertySourcesPropertyResolver | Searching for key 'spring.liveBeansView.mbeanDomain' in PropertySource 'systemEnvironment' (PropertySourcesPropertyResolver.java:82)
[main] TRACE | org.springframework.core.env.PropertySourcesPropertyResolver | Could not find key 'spring.liveBeansView.mbeanDomain' in any property source (PropertySourcesPropertyResolver.java:96)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'cli' (AbstractBeanFactory.java:264)
[main] TRACE | org.springframework.context.annotation.AnnotationConfigApplicationContext | Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@27e47833, started on Mon Jun 14 15:33:45 CEST 2021 (AbstractApplicationContext.java:626)
[main] DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'org.springframework.context.annotation.internalConfigurationAnnotationProcessor' (DefaultSingletonBeanRegistry.java:225)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'org.springframework.context.annotation.internalConfigurationAnnotationProcessor' (AbstractAutowireCapableBeanFactory.java:489)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'org.springframework.context.annotation.internalConfigurationAnnotationProcessor' to allow for resolving potential circular references (AbstractAutowireCapableBeanFactory.java:592)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'org.springframework.context.annotation.internalConfigurationAnnotationProcessor' (AbstractAutowireCapableBeanFactory.java:526)
[main] TRACE | org.springframework.core.io.support.PathMatchingResourcePatternResolver | Resolved classpath location [com/excilys/cdb/persistence/] to resources [URL [file:/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/persistence/]] (PathMatchingResourcePatternResolver.java:323)
[main] TRACE | org.springframework.core.io.support.PathMatchingResourcePatternResolver | Looking for matching resources in directory tree [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/persistence] (PathMatchingResourcePatternResolver.java:733)
[main] TRACE | org.springframework.core.io.support.PathMatchingResourcePatternResolver | Searching directory [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/persistence] for files matching pattern [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/persistence/**/*.class] (PathMatchingResourcePatternResolver.java:795)
[main] TRACE | org.springframework.core.io.support.PathMatchingResourcePatternResolver | Searching directory [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/persistence/dao] for files matching pattern [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/persistence/**/*.class] (PathMatchingResourcePatternResolver.java:795)
[main] TRACE | org.springframework.core.io.support.PathMatchingResourcePatternResolver | Searching directory [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/persistence/dto] for files matching pattern [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/persistence/**/*.class] (PathMatchingResourcePatternResolver.java:795)
[main] TRACE | org.springframework.core.io.support.PathMatchingResourcePatternResolver | Searching directory [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/persistence/mapper] for files matching pattern [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/persistence/**/*.class] (PathMatchingResourcePatternResolver.java:795)
[main] TRACE | org.springframework.core.io.support.PathMatchingResourcePatternResolver | Resolved location pattern [classpath*:com/excilys/cdb/persistence/**/*.class] to resources [file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/persistence/dao/CompanyDAO.class], file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/persistence/dao/ComputerDAO.class], file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/persistence/dto/DBCompanyDTO.class], file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/persistence/dto/DBComputerDTO$ComputerDTOBuilder.class], file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/persistence/dto/DBComputerDTO.class], file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/persistence/mapper/DBCompanyMapper.class], file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/persistence/mapper/DBComputerMapper.class]] (PathMatchingResourcePatternResolver.java:520)
[main] TRACE | org.springframework.context.annotation.ClassPathBeanDefinitionScanner | Scanning file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/persistence/dao/CompanyDAO.class] (ClassPathScanningCandidateComponentProvider.java:425)
[main] DEBUG | org.springframework.context.annotation.ClassPathBeanDefinitionScanner | Identified candidate component class: file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/persistence/dao/CompanyDAO.class] (ClassPathScanningCandidateComponentProvider.java:435)
[main] TRACE | org.springframework.context.annotation.ClassPathBeanDefinitionScanner | Scanning file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/persistence/dao/ComputerDAO.class] (ClassPathScanningCandidateComponentProvider.java:425)
[main] DEBUG | org.springframework.context.annotation.ClassPathBeanDefinitionScanner | Identified candidate component class: file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/persistence/dao/ComputerDAO.class] (ClassPathScanningCandidateComponentProvider.java:435)
[main] TRACE | org.springframework.context.annotation.ClassPathBeanDefinitionScanner | Scanning file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/persistence/dto/DBCompanyDTO.class] (ClassPathScanningCandidateComponentProvider.java:425)
[main] TRACE | org.springframework.context.annotation.ClassPathBeanDefinitionScanner | Ignored because not matching any filter: file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/persistence/dto/DBCompanyDTO.class] (ClassPathScanningCandidateComponentProvider.java:447)
[main] TRACE | org.springframework.context.annotation.ClassPathBeanDefinitionScanner | Scanning file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/persistence/dto/DBComputerDTO$ComputerDTOBuilder.class] (ClassPathScanningCandidateComponentProvider.java:425)
[main] TRACE | org.springframework.context.annotation.ClassPathBeanDefinitionScanner | Ignored because not matching any filter: file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/persistence/dto/DBComputerDTO$ComputerDTOBuilder.class] (ClassPathScanningCandidateComponentProvider.java:447)
[main] TRACE | org.springframework.context.annotation.ClassPathBeanDefinitionScanner | Scanning file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/persistence/dto/DBComputerDTO.class] (ClassPathScanningCandidateComponentProvider.java:425)
[main] TRACE | org.springframework.context.annotation.ClassPathBeanDefinitionScanner | Ignored because not matching any filter: file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/persistence/dto/DBComputerDTO.class] (ClassPathScanningCandidateComponentProvider.java:447)
[main] TRACE | org.springframework.context.annotation.ClassPathBeanDefinitionScanner | Scanning file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/persistence/mapper/DBCompanyMapper.class] (ClassPathScanningCandidateComponentProvider.java:425)
[main] DEBUG | org.springframework.context.annotation.ClassPathBeanDefinitionScanner | Identified candidate component class: file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/persistence/mapper/DBCompanyMapper.class] (ClassPathScanningCandidateComponentProvider.java:435)
[main] TRACE | org.springframework.context.annotation.ClassPathBeanDefinitionScanner | Scanning file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/persistence/mapper/DBComputerMapper.class] (ClassPathScanningCandidateComponentProvider.java:425)
[main] DEBUG | org.springframework.context.annotation.ClassPathBeanDefinitionScanner | Identified candidate component class: file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/persistence/mapper/DBComputerMapper.class] (ClassPathScanningCandidateComponentProvider.java:435)
[main] TRACE | org.springframework.core.io.support.PathMatchingResourcePatternResolver | Resolved classpath location [com/excilys/cdb/controller/] to resources [URL [file:/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/controller/]] (PathMatchingResourcePatternResolver.java:323)
[main] TRACE | org.springframework.core.io.support.PathMatchingResourcePatternResolver | Looking for matching resources in directory tree [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/controller] (PathMatchingResourcePatternResolver.java:733)
[main] TRACE | org.springframework.core.io.support.PathMatchingResourcePatternResolver | Searching directory [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/controller] for files matching pattern [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/controller/**/*.class] (PathMatchingResourcePatternResolver.java:795)
[main] TRACE | org.springframework.core.io.support.PathMatchingResourcePatternResolver | Resolved location pattern [classpath*:com/excilys/cdb/controller/**/*.class] to resources [file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/controller/CLIController$1.class], file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/controller/CLIController.class], file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/controller/DBController.class]] (PathMatchingResourcePatternResolver.java:520)
[main] TRACE | org.springframework.context.annotation.ClassPathBeanDefinitionScanner | Scanning file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/controller/CLIController$1.class] (ClassPathScanningCandidateComponentProvider.java:425)
[main] TRACE | org.springframework.context.annotation.ClassPathBeanDefinitionScanner | Ignored because not matching any filter: file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/controller/CLIController$1.class] (ClassPathScanningCandidateComponentProvider.java:447)
[main] TRACE | org.springframework.context.annotation.ClassPathBeanDefinitionScanner | Scanning file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/controller/CLIController.class] (ClassPathScanningCandidateComponentProvider.java:425)
[main] DEBUG | org.springframework.context.annotation.ClassPathBeanDefinitionScanner | Identified candidate component class: file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/controller/CLIController.class] (ClassPathScanningCandidateComponentProvider.java:435)
[main] TRACE | org.springframework.context.annotation.ClassPathBeanDefinitionScanner | Scanning file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/controller/DBController.class] (ClassPathScanningCandidateComponentProvider.java:425)
[main] DEBUG | org.springframework.context.annotation.ClassPathBeanDefinitionScanner | Identified candidate component class: file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/controller/DBController.class] (ClassPathScanningCandidateComponentProvider.java:435)
[main] TRACE | org.springframework.core.io.support.PathMatchingResourcePatternResolver | Resolved classpath location [com/excilys/cdb/service/] to resources [URL [file:/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/service/]] (PathMatchingResourcePatternResolver.java:323)
[main] TRACE | org.springframework.core.io.support.PathMatchingResourcePatternResolver | Looking for matching resources in directory tree [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/service] (PathMatchingResourcePatternResolver.java:733)
[main] TRACE | org.springframework.core.io.support.PathMatchingResourcePatternResolver | Searching directory [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/service] for files matching pattern [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/service/**/*.class] (PathMatchingResourcePatternResolver.java:795)
[main] TRACE | org.springframework.core.io.support.PathMatchingResourcePatternResolver | Resolved location pattern [classpath*:com/excilys/cdb/service/**/*.class] to resources [file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/service/CompanyService.class], file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/service/ComputerService.class]] (PathMatchingResourcePatternResolver.java:520)
[main] TRACE | org.springframework.context.annotation.ClassPathBeanDefinitionScanner | Scanning file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/service/CompanyService.class] (ClassPathScanningCandidateComponentProvider.java:425)
[main] DEBUG | org.springframework.context.annotation.ClassPathBeanDefinitionScanner | Identified candidate component class: file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/service/CompanyService.class] (ClassPathScanningCandidateComponentProvider.java:435)
[main] TRACE | org.springframework.context.annotation.ClassPathBeanDefinitionScanner | Scanning file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/service/ComputerService.class] (ClassPathScanningCandidateComponentProvider.java:425)
[main] DEBUG | org.springframework.context.annotation.ClassPathBeanDefinitionScanner | Identified candidate component class: file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/service/ComputerService.class] (ClassPathScanningCandidateComponentProvider.java:435)
[main] TRACE | org.springframework.core.io.support.PathMatchingResourcePatternResolver | Resolved classpath location [com/excilys/cdb/ui/] to resources [URL [file:/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/ui/]] (PathMatchingResourcePatternResolver.java:323)
[main] TRACE | org.springframework.core.io.support.PathMatchingResourcePatternResolver | Looking for matching resources in directory tree [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/ui] (PathMatchingResourcePatternResolver.java:733)
[main] TRACE | org.springframework.core.io.support.PathMatchingResourcePatternResolver | Searching directory [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/ui] for files matching pattern [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/ui/**/*.class] (PathMatchingResourcePatternResolver.java:795)
[main] TRACE | org.springframework.core.io.support.PathMatchingResourcePatternResolver | Resolved location pattern [classpath*:com/excilys/cdb/ui/**/*.class] to resources [file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/ui/CLI.class], file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/ui/CLIAsker.class], file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/ui/CLIView.class], file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/ui/MenuOption.class]] (PathMatchingResourcePatternResolver.java:520)
[main] TRACE | org.springframework.context.annotation.ClassPathBeanDefinitionScanner | Scanning file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/ui/CLI.class] (ClassPathScanningCandidateComponentProvider.java:425)
[main] DEBUG | org.springframework.context.annotation.ClassPathBeanDefinitionScanner | Identified candidate component class: file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/ui/CLI.class] (ClassPathScanningCandidateComponentProvider.java:435)
[main] TRACE | org.springframework.context.annotation.ClassPathBeanDefinitionScanner | Scanning file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/ui/CLIAsker.class] (ClassPathScanningCandidateComponentProvider.java:425)
[main] DEBUG | org.springframework.context.annotation.ClassPathBeanDefinitionScanner | Identified candidate component class: file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/ui/CLIAsker.class] (ClassPathScanningCandidateComponentProvider.java:435)
[main] TRACE | org.springframework.context.annotation.ClassPathBeanDefinitionScanner | Scanning file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/ui/CLIView.class] (ClassPathScanningCandidateComponentProvider.java:425)
[main] DEBUG | org.springframework.context.annotation.ClassPathBeanDefinitionScanner | Identified candidate component class: file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/ui/CLIView.class] (ClassPathScanningCandidateComponentProvider.java:435)
[main] TRACE | org.springframework.context.annotation.ClassPathBeanDefinitionScanner | Scanning file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/ui/MenuOption.class] (ClassPathScanningCandidateComponentProvider.java:425)
[main] TRACE | org.springframework.context.annotation.ClassPathBeanDefinitionScanner | Ignored because not matching any filter: file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/ui/MenuOption.class] (ClassPathScanningCandidateComponentProvider.java:447)
[main] TRACE | org.springframework.core.io.support.PathMatchingResourcePatternResolver | Resolved classpath location [com/excilys/cdb/spring/aspect/] to resources [URL [file:/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/spring/aspect/]] (PathMatchingResourcePatternResolver.java:323)
[main] TRACE | org.springframework.core.io.support.PathMatchingResourcePatternResolver | Looking for matching resources in directory tree [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/spring/aspect] (PathMatchingResourcePatternResolver.java:733)
[main] TRACE | org.springframework.core.io.support.PathMatchingResourcePatternResolver | Searching directory [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/spring/aspect] for files matching pattern [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/spring/aspect/**/*.class] (PathMatchingResourcePatternResolver.java:795)
[main] TRACE | org.springframework.core.io.support.PathMatchingResourcePatternResolver | Resolved location pattern [classpath*:com/excilys/cdb/spring/aspect/**/*.class] to resources [file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/spring/aspect/Aspects.class]] (PathMatchingResourcePatternResolver.java:520)
[main] TRACE | org.springframework.context.annotation.ClassPathBeanDefinitionScanner | Scanning file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/spring/aspect/Aspects.class] (ClassPathScanningCandidateComponentProvider.java:425)
[main] DEBUG | org.springframework.context.annotation.ClassPathBeanDefinitionScanner | Identified candidate component class: file [/home/excilys/Bureau/cdb/target/classes/com/excilys/cdb/spring/aspect/Aspects.class] (ClassPathScanningCandidateComponentProvider.java:435)
[main] TRACE | org.springframework.context.annotation.ConfigurationClassBeanDefinitionReader | Registering bean definition for @Bean method com.excilys.cdb.spring.config.SpringConfig.HikariDataSource() (ConfigurationClassBeanDefinitionReader.java:292)
[main] TRACE | org.springframework.context.annotation.ConfigurationClassBeanDefinitionReader | Registering bean definition for @Bean method com.excilys.cdb.spring.config.DBConfig.HikariDataSource() (ConfigurationClassBeanDefinitionReader.java:292)
[main] DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory | Overriding bean definition for bean 'HikariDataSource' with a different definition: replacing [Root bean: class [null]; scope=; abstract=false; lazyInit=null; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=springConfig; factoryMethodName=HikariDataSource; initMethodName=null; destroyMethodName=(inferred); defined in com.excilys.cdb.spring.config.SpringConfig] with [Root bean: class [null]; scope=; abstract=false; lazyInit=null; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=DBConfig; factoryMethodName=HikariDataSource; initMethodName=null; destroyMethodName=(inferred); defined in com.excilys.cdb.spring.config.DBConfig] (DefaultListableBeanFactory.java:1007)
[main] TRACE | org.springframework.context.annotation.ConfigurationClassEnhancer | Successfully enhanced com.excilys.cdb.spring.config.SpringConfig; enhanced class name is: com.excilys.cdb.spring.config.SpringConfig$$EnhancerBySpringCGLIB$$a127796 (ConfigurationClassEnhancer.java:111)
[main] TRACE | org.springframework.context.annotation.ConfigurationClassPostProcessor | Replacing bean definition 'springConfig' existing class 'com.excilys.cdb.spring.config.SpringConfig' with enhanced class 'com.excilys.cdb.spring.config.SpringConfig$$EnhancerBySpringCGLIB$$a127796' (ConfigurationClassPostProcessor.java:450)
[main] TRACE | org.springframework.context.annotation.ConfigurationClassEnhancer | Successfully enhanced com.excilys.cdb.spring.config.DBConfig; enhanced class name is: com.excilys.cdb.spring.config.DBConfig$$EnhancerBySpringCGLIB$$3c034947 (ConfigurationClassEnhancer.java:111)
[main] TRACE | org.springframework.context.annotation.ConfigurationClassPostProcessor | Replacing bean definition 'DBConfig' existing class 'com.excilys.cdb.spring.config.DBConfig' with enhanced class 'com.excilys.cdb.spring.config.DBConfig$$EnhancerBySpringCGLIB$$3c034947' (ConfigurationClassPostProcessor.java:450)
[main] DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'org.springframework.context.event.internalEventListenerProcessor' (DefaultSingletonBeanRegistry.java:225)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'org.springframework.context.event.internalEventListenerProcessor' (AbstractAutowireCapableBeanFactory.java:489)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'org.springframework.context.event.internalEventListenerProcessor' to allow for resolving potential circular references (AbstractAutowireCapableBeanFactory.java:592)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'org.springframework.context.event.internalEventListenerProcessor' (AbstractAutowireCapableBeanFactory.java:526)
[main] DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'org.springframework.context.event.internalEventListenerFactory' (DefaultSingletonBeanRegistry.java:225)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'org.springframework.context.event.internalEventListenerFactory' (AbstractAutowireCapableBeanFactory.java:489)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'org.springframework.context.event.internalEventListenerFactory' to allow for resolving potential circular references (AbstractAutowireCapableBeanFactory.java:592)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'org.springframework.context.event.internalEventListenerFactory' (AbstractAutowireCapableBeanFactory.java:526)
[main] DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'org.springframework.context.annotation.internalAutowiredAnnotationProcessor' (DefaultSingletonBeanRegistry.java:225)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'org.springframework.context.annotation.internalAutowiredAnnotationProcessor' (AbstractAutowireCapableBeanFactory.java:489)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'org.springframework.context.annotation.internalAutowiredAnnotationProcessor' to allow for resolving potential circular references (AbstractAutowireCapableBeanFactory.java:592)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'org.springframework.context.annotation.internalAutowiredAnnotationProcessor' (AbstractAutowireCapableBeanFactory.java:526)
[main] DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'org.springframework.aop.config.internalAutoProxyCreator' (DefaultSingletonBeanRegistry.java:225)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'org.springframework.aop.config.internalAutoProxyCreator' (AbstractAutowireCapableBeanFactory.java:489)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'org.springframework.aop.config.internalAutoProxyCreator' to allow for resolving potential circular references (AbstractAutowireCapableBeanFactory.java:592)
[main] TRACE | org.springframework.core.io.support.SpringFactoriesLoader    | Loaded [org.springframework.beans.BeanInfoFactory] names: [org.springframework.beans.ExtendedBeanInfoFactory] (SpringFactoriesLoader.java:103)
[main] TRACE | org.springframework.beans.CachedIntrospectionResults         | Getting BeanInfo for class [org.springframework.aop.aspectj.annotation.AnnotationAwareAspectJAutoProxyCreator] (CachedIntrospectionResults.java:275)
[main] TRACE | org.springframework.beans.CachedIntrospectionResults         | Caching PropertyDescriptors for class [org.springframework.aop.aspectj.annotation.AnnotationAwareAspectJAutoProxyCreator] (CachedIntrospectionResults.java:280)
[main] TRACE | org.springframework.beans.CachedIntrospectionResults         | Found bean property 'advisorAdapterRegistry' of type [org.springframework.aop.framework.adapter.AdvisorAdapterRegistry] (CachedIntrospectionResults.java:295)
[main] TRACE | org.springframework.beans.CachedIntrospectionResults         | Found bean property 'applyCommonInterceptorsFirst' of type [boolean] (CachedIntrospectionResults.java:295)
[main] TRACE | org.springframework.beans.CachedIntrospectionResults         | Found bean property 'aspectJAdvisorFactory' of type [org.springframework.aop.aspectj.annotation.AspectJAdvisorFactory] (CachedIntrospectionResults.java:295)
[main] TRACE | org.springframework.beans.CachedIntrospectionResults         | Found bean property 'beanClassLoader' of type [java.lang.ClassLoader] (CachedIntrospectionResults.java:295)
[main] TRACE | org.springframework.beans.CachedIntrospectionResults         | Found bean property 'beanFactory' of type [org.springframework.beans.factory.BeanFactory] (CachedIntrospectionResults.java:295)
[main] TRACE | org.springframework.beans.CachedIntrospectionResults         | Found bean property 'class' of type [java.lang.Class] (CachedIntrospectionResults.java:295)
[main] TRACE | org.springframework.beans.CachedIntrospectionResults         | Found bean property 'customTargetSourceCreators' of type [[Lorg.springframework.aop.framework.autoproxy.TargetSourceCreator;] (CachedIntrospectionResults.java:295)
[main] TRACE | org.springframework.beans.CachedIntrospectionResults         | Found bean property 'exposeProxy' of type [boolean] (CachedIntrospectionResults.java:295)
[main] TRACE | org.springframework.beans.CachedIntrospectionResults         | Found bean property 'frozen' of type [boolean] (CachedIntrospectionResults.java:295)
